index,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
1,Carroll,2010,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,0,111,61,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,61,41,3
2,Champaign,2010,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0
3,Christian,2010,29,Christian County Animal Control,Taylorville,62568,Animal Control,0,0,0,0,0,0,221,144,51,26,0,0,50,36,5,9,0,0,0,0,0,0,0,271,180,56,35
4,Clark,2010,31,City of Casey,Casey,62420,Animal Control,0,0,0,0,0,0,63,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
5,Edgar,2010,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,1,0,0,0,0,0,214,1,202,11,0,0,15,15,0,0,0,0,0,0,0,0,0,229,16,202,11
6,Effingham,2010,171,Effingham County Animal Control,Effingham,62401,Animal Control,0,0,0,0,0,0,364,110,73,181,0,0,143,7,4,132,0,0,0,0,0,0,0,507,117,77,313
7,Fulton,2010,189,Fulton County Animal Control,Canton,61520,Animal Shelter,0,0,0,0,0,0,574,432,137,0,0,0,458,447,14,33,0,0,0,0,0,0,0,1032,879,151,33
8,Jackson,2010,204,Humane Society of Southern Illinois,Carbondale,62903,Animal Shelter,0,0,0,0,0,0,1159,126,189,550,0,0,1418,99,22,1029,0,0,150,15,0,85,0,2727,240,211,1664
9,Kane,2010,226,Anderson Animal Shelter,South Elgin,60177,Animal Shelter,0,0,0,0,0,0,297,224,48,30,0,0,520,414,8,33,0,0,0,1,0,0,0,817,639,56,63
10,Madison,2010,299,Madison County Rabies Control,Edwardsville,62025,Animal Control,0,0,0,0,0,0,1698,352,332,971,0,0,2432,243,36,2122,0,0,0,0,0,0,0,4130,595,368,3093
11,Marion,2010,310,City of Centralia,Centralia,62801,None,0,0,0,0,0,0,766,24,168,163,0,0,228,7,9,32,0,0,0,0,0,0,0,994,31,177,195
12,Massac,2010,320,City of Metropolis,Metropolis,62960,Animal Control,0,0,0,0,0,0,270,190,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,270,190,40,40
13,Morgan,2010,325,Morgan County Animal Control,Jacksonville,62650,Animal Control,0,0,0,0,0,0,534,112,0,31,0,0,427,28,0,64,0,0,0,0,0,0,0,961,140,0,95
14,Randolph,2010,352,Sparta Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,256,106,100,50,0,0,125,0,0,125,0,0,56,0,0,56,0,437,106,100,231
15,Richland,2010,356,Richland County Animal Control Center,Olney,62450,Animal Control,0,0,0,0,0,0,418,10,49,94,0,0,259,1,1,46,0,0,0,0,0,0,0,677,11,50,140
16,Schuyler,2010,396,Schuyler County Dog Pound,Rushville,62681,Animal Control,0,0,0,0,0,0,198,174,13,11,0,0,4,0,2,2,0,0,42,0,30,12,0,244,174,45,25
17,Stephenson,2010,399,Freeport Animal Hospital Inc.,Freeport,61032,Animal Control,18,21,22,41,0,0,108,50,46,12,0,0,45,0,0,45,0,0,0,0,0,0,0,153,50,46,57
18,Stephenson,2010,400,Freeport City Pound,Freeport,61032,Animal Control,0,0,0,0,0,0,243,0,117,54,0,0,86,0,0,58,0,0,0,0,0,0,0,329,0,117,112
19,Tazewell,2010,408,Tazewell Animal Protective Society,Pekin,61554,Animal Shelter,0,0,0,0,0,0,530,469,1,3,0,0,415,293,0,7,0,0,0,0,0,0,0,945,762,1,10
20,Vermilion,2010,415,Humane Society Of Danville,Danville,61832,Animal Shelter,0,0,0,0,0,0,824,194,301,329,0,0,716,93,30,570,0,0,11,5,0,6,0,1551,292,331,905
21,Wabash,2010,418,Wabash County Animal Control,Mt. Carmel,62863,None,0,0,0,0,0,0,354,77,37,2,0,0,244,93,3,4,0,0,0,0,0,0,0,598,170,40,6
22,Kendall,2010,478,Kendall County Animal Control,Yorkville,60560,Animal Control,198,1,44,39,0,0,363,199,80,28,0,0,134,83,1,0,0,0,0,0,0,0,0,497,282,81,28
23,Will,2010,486,TLC Animal Shelter & Humane Society,Homer Glen,60491,Animal Shelter,0,0,0,0,0,0,1026,951,35,40,0,0,497,396,14,87,0,0,107,82,0,25, ,1630,1429,49,152
24,Dewitt,2010,1395,Dewitt County Animal Control,Clinton,61727,Animal Control,0,0,0,0,0,0,142,66,63,8,0,0,155,45,0,20,0,0,0,0,0,0,0,297,111,63,28
25,Hancock,2010,1520,Hancock County Dog Pound,Basco,62313,Animal Control,0,0,0,0,0,0,349,222,57,70,0,0,0,0,0,0,0,0,0,0,0,0,0,349,222,57,70
26,Madison,2010,1909,Granite City Humane Shelter,Granite City,62040,Animal Control,0,0,0,0,0,0,623,20,150,458,0,0,559,5,10,544,0,0,0,0,0,0,0,1182,25,160,1002
27,Williamson,2010,2354,City of Marion,Marion,62959,Animal Control,0,0,0,0,0,0,450,115,80,2,0,0,200,30,5,50,0,0,0,0,0,0, ,650,145,85,52
28,Marshall,2010,2440,Marshall County Dog Pound,Lacon,61540,Animal Control,0,0,0,0,0,0,240,30,190,20,0,0,0,0,0,0,0,0,0,0,0,0,0,240,30,190,20
29,Warren,2010,2945,Warren County Dog Pound,Monmouth,61462,Animal Control,0,0,0,0,0,0,241,83,127,11,0,0,225,180,2,41,0,0,0,0,0,0,0,466,263,129,52
30,Sangamon,2010,3257,Sangamon County Animal Countrol CTR.,Springfield,62703,Animal Control,0,0,0,0,0,0,2553,818,511,776,0,0,1977,595,31,1065,0,0,580,16,10,373,0,5110,1429,552,2214
31,Douglas,2010,3259,Douglas County Animal Control,Tuscola,61953-0320,Animal Control,0,0,0,0,0,0,56,12,18,1,0,0,24,8,10,0,0,0,0,0,0,0,0,80,20,28,1
32,Dekalb,2010,3343,Dekalb County Animal Shelter,Genoa,60135-7612,Animal Shelter,0,0,0,0,0,0,246,222,38,5,0,0,160,159,15,13,0,0,2,2,0,0,0,408,383,53,18
33,Boone,2010,3508,Boone County Animal Control,Belvidere,61008,Animal Control,0,0,0,0,0,0,416,40,286,90,0,0,39,0,0,39,0,0,12,2,0,10,0,467,42,286,139
34,Clinton,2010,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,0,0,0,0,0,0,652,166,235,251,0,0,575,33,15,527,0,0,0,0,0,0,0,1227,199,250,778
35,Will,2010,3595,Village of Romeoville ,Romeoville,60446,Animal Control,0,0,0,0,0,0,253,48,205,0,0,0,54,48,5,1,0,0,0,0,0,0, ,307,96,210,1
36,Kane,2010,3626,Aurora Animal Control & Care,Aurora,60506,Animal Control,0,0,0,0,0,0,1359,175,433,459,0,0,1693,111,33,828,0,0,1129,0,2,288,0,4181,286,468,1575
37,Grundy,2010,3700,Grundy County Animal Control,Morris,60450,Animal Control,0,0,0,0,0,0,299,87,130,70,0,0,359,15,8,267,0,0,0,0,0,0,0,658,102,138,337
38,White,2010,3791,Carmi City Dog Pound,Carmi,62821,Animal Control,0,0,0,0,0,0,304,100,84,120,0,0,0,0,0,0,0,0,0,0,0,0, ,304,100,84,120
39,Washington,2010,3796,Washington County Animal Control,Nashville,62263,Animal Control,0,0,0,0,0,0,283,201,75,7,0,0,212,208,1,3,0,0,0,0,0,0, ,495,409,76,10
40,Jersey,2010,3850,Jerseyville Animal Control,Jerseyville,62052,Animal Control,0,0,0,0,0,0,111,0,22,89,0,0,65,0,4,61,0,0,0,0,0,0,0,176,0,26,150
41,Will,2010,3874,Will County Humane Society,Shorewood,60404,Animal Shelter,0,0,0,0,0,0,128,127,0,1,0,0,93,125,2,0,0,0,3,3,0,0, ,224,255,2,1
42,Madison,2010,3923,Warren Billhartz Animal Shelter,Collinsville,62234,None,0,0,0,0,0,0,304,19,122,59,0,0,365,9,16,161,0,0,146,0,3,42,0,815,28,141,262
43,Kankakee,2010,3970,Kankakee County Animal Control Center,Kankakee,60901,Animal Control,0,0,0,0,0,0,1065,413,257,395,0,0,385,160,7,418,0,0,81,41,7,33,0,1531,614,271,846
44,Tazewell,2010,4246,Tazewell County Animal Control,Tremont,61568,Animal Control,57,23,53,20,0,0,934,80,344,318,0,0,1172,73,17,917,0,0,89,0,0,32,22,2195,153,361,1267
45,Bond,2010,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,0,189,0,66,108,0,0,40,0,1,39,0,0,0,0,0,0,0,229,0,67,147
46,Will,2010,4363,Frankfort TWP. Animal Control,Frankfort,60423,Animal Control,0,0,0,0,0,0,190,20,170,0,0,0,45,27,8,10,0,0,15,0,0,15,0,250,47,178,25
47,Woodford,2010,4437,City of Minonk,Minonk,61760,Animal Control,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
48,Saline,2010,4465,Saline County Animal Control,Harrisburg,62946,Animal Control,0,0,0,0,0,0,642,5,61,319,0,0,371,0,0,344,0,0,0,0,0,0,0,1013,5,61,663
49,Franklin,2010,4486,Franklin County Dog Pound,Benton,62812,Animal Control,0,0,0,0,0,0,1253,517,72,664,0,0,1265,380,16,869,0,0,4,0,0,4,0,2522,897,88,1537
50,Will,2010,4530,Bolingbrook Animal Control & Care,Bolingbrook,60440,Animal Control,0,0,0,0,0,0,410,70,305,11,0,0,221,123,11,22,0,0,12,12,0,0, ,643,205,316,33
51,Henderson,2010,4651,Henderson County Dog Pound,Oquawka,61469,Animal Control,0,0,0,0,0,0,88,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,42,46,0
52,Will,2010,4714,Joliet TWP Animal Control Center,Joliet,60436,Animal Control,0,0,0,0,0,0,963,333,350,280,0,0,876,264,16,596,0,0,9,7,0,2, ,1848,604,366,878
53,Macon,2010,4811,Macon County Animal Control & Care Ctr,Decatur,62526,Animal Control,0,0,0,0,0,0,1396,332,324,723,0,0,1640,233,26,1195,0,0,384,5,1,368,0,3420,570,351,2286
54,Kankakee,2010,4822,Kanakakee County Humane Society Inc.,Kankakee,60901,Animal Shelter,0,0,0,0,0,0,228,230,1,1,0,0,84,97,0,1,0,0,0,0,0,0,0,312,327,1,2
55,Perry,2010,4839,Perry County Animal Control,Pinckneyville,62274,Animal Control,0,0,0,0,0,0,326,217,80,27,0,0,227,108,0,112,0,0,1,1,0,0,0,554,326,80,139
56,Macoupin,2010,4869,Macoupin County Animal Control,Carlinville,62626,Animal Control,0,0,0,0,0,0,782,239,287,256,0,0,462,132,110,220,0,0,15,15,0,0,0,1259,386,397,476
57,Rock Island,2010,4875,City of Silvis,Silvis,61282,Animal Control,0,0,0,0,0,0,63,0,41,0,0,0,20,1,2,0,0,0,1,0,0,0,0,84,1,43,0
58,Jodaviess,2010,4982,Village of Warren,Warren,61087,None,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
59,Shelby,2010,4991,Shelby County Animal Control,Shelbyville,62565,Animal Control,0,0,0,0,0,0,563,180,21,251,0,0,14,6,1,7,0,0,0,0,0,0,0,577,186,22,258
60,Henry,2010,5008,Henry County Animal Shelter,Cambridge,61238,Animal Control,0,0,0,0,0,0,119,45,70,4,0,0,23,19,0,4,0,0,0,0,0,11,0,142,64,70,19
61,Jefferson,2010,5064,Jefferson Co. Animal Control,Mt. Vernon,62864,Animal Control,0,0,0,0,0,0,1211,163,524,524,0,0,919,40,11,869,0,0,0,0,0,0,0,2130,203,535,1393
62,Winnebago,2010,5140,Winnebago County Animal Services,Rockford,61103,Animal Control,0,0,0,0,0,0,3621,759,1014,1433,0,0,4674,660,77,3513,0,0,2012,59,20,987,0,10307,1478,1111,5933
63,Henry,2010,5196,Geneseo Police Department,Geneseo,61254,Animal Control,0,0,0,0,0,0,36,6,30,0,0,0,26,21,5,0,0,0,0,0,0,0,0,62,27,35,0
64,Woodford,2010,5200,Steffen Dr. J. R. ,Goodfield,61742,Animal Control,0,0,0,0,0,0,140,60,70,10,0,0,10,2,3,5,0,0,0,0,0,0,0,150,62,73,15
65,Vermilion,2010,5202,Vermilion County Animal Shelter,Danville,61834,Animal Control,0,0,0,0,0,0,1198,629,203,294,0,0,1235,517,22,632,0,0,88,10,1,12,0,2521,1156,226,938
66,Coles,2010,5242,Coles County Animal Shelter,Charleston,61920,Animal Control,0,0,0,0,0,0,1002,326,266,381,0,0,900,174,9,524,0,0,113,11,80,22,0,2015,511,355,927
67,Putnam,2010,5252,Putnam County Animal Control,McNabb,61335,Animal Control,0,0,0,0,0,0,29,11,13,5,0,0,28,5,0,23,0,0,0,0,0,0,0,57,16,13,28
68,Lawrence,2010,5422,Lawrence County Animal Control,Lawrenceville,62439,Animal Control,0,0,0,0,0,0,175,16,37,6,0,0,142,3,4,33,0,0,0,0,0,0,0,317,19,41,39
69,Iroquois,2010,5477,Village of Onarga,Onarga,60955,Animal Control,0,0,0,0,0,0,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7
70,Lee,2010,5490,Sauk Valley Humane Soc Inc,Mendota,61342,Animal Shelter,2,0,3,1,0,0,8,2,6,0,0,0,11,3,1,5,0,0,0,0,0,0,0,19,5,7,5
71,Adams,2010,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,0,0,0,0,0,0,295,223,65,7,0,0,26,26,0,0,0,0,10,4,1,5,0,331,253,66,12
72,Mason,2010,5567,Village of Manito,Manito,61546,Animal Control,0,0,0,0,0,0,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,5,0
73,Williamson,2010,5619,Williamson County Animal Control,Marion,62959,Animal Control,0,0,0,0,0,0,642,332,117,193,0,0,18,0,0,18,0,0,2,0,1,1, ,662,332,118,212
74,Adams,2010,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,0,0,0,0,0,0,593,253,4,4,0,0,347,321,0,27,0,0,26,25,0,1,0,966,599,4,32
75,Madison,2010,5747,Alton Animal Control Center,Alton,62002,Animal Control,0,0,0,0,0,0,401,45,78,278,0,0,389,14,3,372,0,0,242,4,0,238,0,1032,63,81,888
76,Mason,2010,5760,City of Havana,Havana,62644,Animal Control,0,0,0,0,0,0,53,2,28,23,0,0,81,0,60,21,0,0,0,0,0,0,0,134,2,88,44
77,Hamilton,2010,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,0,0,0,0,0,0,45,32,13,0,0,0,14,14,0,0,0,0,0,0,0,0,0,59,46,13,0
78,Monroe,2010,6034,Monroe County Animal Pound,Waterloo,62298,Animal Control,0,0,0,0,0,0,196,99,65,32,0,0,220,40,9,171,0,0,6,6,0,0,0,422,145,74,203
79,Lee,2010,6062,Granny Rose Animal Shelter,Dixon,61021,Animal Shelter,0,0,0,0,0,0,75,73,0,0,0,0,66,78,2,1,0,0,0,0,0,0,0,141,151,2,1
80,Macoupin,2010,6098,Macoupin County Adopt-A-Pet,Benld,62009,Animal Shelter,0,0,0,0,0,0,327,358,7,1,0,0,195,189,0,0,0,0,0,0,0,0,0,522,547,7,1
81,St. Clair,2010,6311,Marissa Animal Control,Marissa,62257,Animal Control,0,0,0,0,0,0,112,0,33,0,0,0,128,0,11,0,0,0,0,0,0,0,0,240,0,44,0
82,Henry,2010,6355,Henry CO Humane Society Kewanee Chapter,Kewanee,61443,Animal Shelter,0,0,0,0,0,0,90,115,0,5,0,0,61,90,0,15,0,0,0,0,0,0,0,151,205,0,20
83,Rock Island,2010,6357,Animal Aid Humane Society Inc.,Moline,61265,Animal Shelter,0,0,0,0,0,0,33,40,1,0,0,0,307,314,1,0,0,0,0,0,0,0,0,340,354,2,0
84,Madison,2010,6418,Highland Animal Shelter,Highland,62249,Animal Shelter,0,0,0,0,0,0,170,65,66,0,0,0,246,207,7,0,0,0,0,0,0,0,0,416,272,73,0
85,Macon,2010,6479,Humane Society of Decator/Macon Co,Decatur,62526,Animal Shelter,0,0,0,0,0,0,72,52,3,1,16,0,104,49,0,2,51,0,0,0,0,0,0,176,101,3,3
86,Stephenson,2010,6480,Friends Forever Humane Society,Freeport,61032,Animal Shelter,149,63,35,120,0,0,212,212,4,3,0,0,106,185,1,20,0,0,0,0,0,0,0,318,397,5,23
87,Cumberland,2010,6512,Cumberland County Pound,Toledo,62468,Animal Shelter,0,0,0,0,0,0,67,60,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,67,60,10,7
88,Clark,2010,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,0,0,0,0,0,0,168,89,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,168,89,21,46
89,Madison,2010,6613,Metro East Humane Society,Edwardsville,62025,Animal Shelter,0,0,0,0,0,0,602,516,0,63,0,0,487,368,0,86,0,0,0,0,0,0,0,1089,884,0,149
90,Randolph,2010,6713,Chester City Pound,Chester,62233,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Pope,2010,6793,Pope County Animal Pound,Golconda,62938,Animal Control,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Pulaski,2010,6935,Mound City Animal Pound,Mound City,62963,Animal Control,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
93,Randolph,2010,6969,Randolph County Animal Control,Sparta,62286,Animal Control,0,0,0,0,0,0,145,71,26,48,0,0,36,12,2,22,0,0,0,0,0,0,0,181,83,28,70
94,White,2010,7123,Grayville City Dog Pound,Grayville,62844,Animal Control,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0, ,32,0,32,0
95,Boone,2010,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,Pulaski,2010,7146,City of Mounds,Mounds,62964,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Shelby,2010,7147,Village of Tower Hill,Tower Hill,62571,Animal Control,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,4,0
98,Randolph,2010,7376,Evansville Dog Pound,Evansville,62242,Animal Control,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1
99,Wayne,2010,7575,Wayne County Humane Society,Fairfield,62837,Animal Shelter,0,0,0,0,0,0,564,121,65,80,0,0,512,45,1,466,0,0,0,0,0,0, ,1076,166,66,546
100,Whiteside,2010,7583,Whiteside County Pound,Rock Falls,61071,Animal Control,0,0,0,0,0,0,518,32,244,206,0,0,252,9,5,198,0,0,0,0,0,0,0,770,41,249,404
101,Randolph,2010,7619,Tilden Animal Control,Tilden,62292,Animal Control,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0
102,Union,2010,7641,Union County Animal Control,Cobden,62920,Animal Control,0,0,0,0,0,0,302,40,62,79,0,0,104,1,3,62,0,0,7,70,7,0,0,413,111,72,141
103,Randolph,2010,7682,Steelville Animal Control,Steeleville,62288,Animal Control,0,0,0,0,0,0,6,0,6,0,0,0,9,0,0,9,0,0,30,0,0,30,0,45,0,6,39
104,Grundy,2010,7683,Gundy County Humane Society,Coal City,60416,Animal Shelter,0,0,0,0,0,0,63,57,1,0,0,0,19,12,0,4,0,0,0,0,0,0,0,82,69,1,4
105,Edwards,2010,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,37,0,23,14,0,0,42,0,4,38,0,0,120,0,0,0,0,199,0,27,52
106,Knox,2010,7871,Knox County Humane Society,Galesburg,61401-9770,Animal Shelter,433,71,246,63,0,0,769,504,202,37,0,0,517,309,6,121,0,0,0,0,0,0,0,1286,813,208,158
107,Shelby,2010,7889,City of Windsor,Windsor,61957,Animal Control,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
108,Macon,2010,7909,Prairieland Animal Welfare,Decator ,62521,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,0,0
109,Clark,2010,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
110,Lasalle,2010,8073,Pet Project Inc.,Marseilles,61341,Animal Shelter,0,0,0,0,0,0,178,171,0,0,0,0,73,45,0,1,0,0,0,0,0,0,0,251,216,0,1
111,Bureau,2010,8180,Friends Of Strays Inc.,Princeton,61356,Animal Shelter,0,0,0,0,0,0,117,111,0,0,0,0,252,227,0,14,0,0,7,7,0,0,0,376,345,0,14
112,Christian,2010,8278,City of Assumption,Assumption,62510,Animal Control,0,0,0,0,0,0,10,0,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,15,0,15,0
113,Williamson,2010,8392,Herrin Animal Control,Herrin,62948,Animal Control,0,0,0,0,0,0,78,0,19,36,0,0,101,0,16,59,0,0,0,0,0,0,0,179,0,35,95
114,Greene,2010,8432,White Hall Animal Control,White Hall,62092,Animal Control,0,0,0,0,0,0,19,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,12,6
115,Cumberland,2010,8443,Neoga Animal Shelter,Neoga,62447,Animal Control,0,0,0,0,0,0,5,0,1,0,0,0,13,0,0,13,0,0,0,0,0,0,0,18,0,1,13
116,Knox,2010,8448,Knoxville Animal Control,Knoxville,61448,Animal Control,0,0,0,0,0,0,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,24,0
117,Grundy,2010,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,85,47,142,161,0,0,99,132,3,3,0,0,212,303,2,7,0,0,0,0,0,0,0,311,435,5,10
118,Hardin,2010,8564,City of Rosiclare,Rosiclare,62982,None,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0
119,Lee,2010,8565,City of Amboy,Amboy,61310,Animal Control,0,0,0,0,0,0,13,1,12,0,0,0,15,0,1,14,0,0,0,0,0,0,0,28,1,13,14
120,Moultrie,2010,8566,Village of Arthur,Arthur,61911,Animal Control,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0
121,Will,2010,8568,Homes For Huskies,Lockport,60441,Animal Shelter,12,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,12,12,0,0
122,Lawrence,2010,8603,Lawrence County Humane Society (CATS),Lawrenceville,62439,Animal Shelter,55,15,13,10,0,0,271,55,18,12,0,0,179,23,5,15,0,0,0,0,0,0,0,450,78,23,27
123,Richland,2010,8645,Humane Society of Olney Area,Olney,62450,Animal Shelter,0,0,0,0,0,0,58,39,18,1,0,0,44,29,11,4,0,0,3,3,0,0,0,105,71,29,5
124,Greene,2010,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,139,12,43,29,0,0,161,153,0,0,0,0,81,72,0,0,0,0,0,0,0,0,0,242,225,0,0
125,Madison,2010,8699,East Alton Animal Control,East Alton,62024,Animal Control,0,0,0,0,0,0,70,0,40,30,0,0,134,0,14,120,0,0,0,0,0,0,1,204,0,54,150
126,Coles,2010,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,4,3,0,0,75,56,5,1,0,0,0,0,1,0,0,0,0,10,4,0,0
127,Brown,2010,8899,City of Mt. Sterling,Mt. Sterling,62353,Kennel Operator,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0, ,14,0,14,0
128,Moultrie,2010,8900,Moultrie County Animal Control,Sullivan,61951,Animal Control,0,0,0,0,0,0,125,44,38,43,0,0,43,5,0,38,0,0,0,0,0,0,0,168,49,38,81
129,Crawford,2010,8940,Crawford County Humane Society,Robinson,62454-3356,Animal Shelter,0,0,0,0,0,0,723,75,123,62,0,0,738,24,4,224,0,0,0,0,0,0,0,1461,99,127,286
130,Putnam,2010,8979,Village of Granville,Granville,61326,Animal Control,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0
131,Pike,2010,8996,Pike County Animal Control,Pittsfield,62363,Animal Control,0,0,0,0,0,0,487,237,141,102,0,0,122,70,20,25,0,0,0,0,0,3,0,609,307,161,130
132,Douglas,2010,9011,City of Arcola,Arcola,61910-0215,Animal Control,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
133,Will,2010,9040,Humane Haven Animal Shelter,Bolingbrook,60440,Animal Shelter,0,0,0,0,0,0,42,24,0,3,0,0,99,127,0,2,0,0,0,0,0,0,0,141,151,0,5
134,Livingston,2010,9427,Livingston County Humane Society,Pontiac,61764,Animal Shelter,0,0,0,0,0,0,201,142,0,14,0,0,187,102,0,9,0,0,0,0,0,0,0,388,244,0,23
135,Jodaviess,2010,9465,Safe Haven Humane Society,Elizabeth,61028,Animal Shelter,0,0,0,0,0,0,99,91,7,1,0,0,60,53,1,2,0,0,0,0,0,0,0,159,144,8,3
136,Kendall,2010,9577,Recycled Rotts Inc.,Oswego,60543,Animal Shelter,0,0,0,0,0,0,111,97,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,111,97,0,12
137,Fulton,2010,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,0,0,0,0,0,0,574,432,137,24,0,0,458,447,14,33,0,0,0,0,0,0,0,1032,879,151,57
138,Will,2010,9742,Shih Tzu Rescue,Homer Glen,60491,Animal Shelter,0,0,0,0,0,0,18,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,1
139,Fayette,2010,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,0,0,0,0,0,0,916,72,63,781,0,0,314,1,3,310,0,0,0,0,0,0,0,1230,73,66,1091
140,Dekalb,2010,9944,Recycling Animals In Need (R.A.I.N.),Hinckley,60520-0810,Animal Shelter,0,0,0,0,0,0,18,17,0,0,0,0,26,20,0,0,0,0,0,0,0,0,0,44,37,0,0
141,Bureau,2010,9990,Bureau County Animal Control,Princeton,61356,Animal Control,0,0,0,0,0,0,105,53,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,105,53,30,22
142,Warren,2010,10075,Western Illinois Animal Rescue Inc.,Monmouth,61462,Animal Shelter,0,0,0,0,0,0,60,40,0,5,0,0,75,30,0,15,0,0,0,0,0,0, ,135,70,0,20
143,Whiteside,2010,10093,Village of Tampico,Tampico,61283,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Massac,2010,10102,Village of Joppa,Joppa,62953,Animal Control,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0
145,Brown,2010,10161,Village of Versailles,Versailles,62378,Animal Control,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,Marshall,2010,10171,"Animal Recycling Kennel H.S., LTD",Lacon,61540,Animal Shelter,140,71,14,49,2,0,215,211,4,11,0,0,63,63,0,24,0,0,2,2,0,0,0,280,276,4,35
147,Macon,2010,10185,Homeward Bound Pet Shelter Inc.,Decatur,62526,Animal Shelter,0,0,0,0,0,0,366,337,3,2,0,0,94,69,0,1,0,0,0,0,0,0,0,460,406,3,3
